Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
6.62,3.4,0.58,1.12,K1III,14.277394,0
7.86,14.97,1.6,0.659,G3V,18.73611,1
7.48,8.41,0.9,0.248,A9V,17.10398,1
8.58,11.7,1.19,0.463,F3V,18.920929,1
4.51,8.02,0.5,1.313,K3III,14.030872,0
10.64,0.58,1.88,-0.022,A0V,14.45714,1
8.46,-1.25,3.58,1.197,K1III,13.94455,0
7.82,1.98,0.97,1.659,K4III,14.303326,0
9.16,13.34,1.26,0.739,G8IV/V,19.78578,1
7.31,3.31,0.68,-0.002,B9IV/V,14.90914,1
7.89,9.09,0.68,0.415,F3IV,17.68282,1
8.1,3.91,1.02,0.465,F2V,16.060884,1
8.9,-2.24,1.19,1.33,K2III,15.651239,0
7.77,4.26,1.4,1.3,K3III,15.9170475,0
6.01,18.76,0.92,1.107,K1III,17.376165,0
8.48,2.38,1.39,0.044,B2IV-V,15.3628845,1
7.91,2.81,1.65,0.1,A2/A3V+...,15.153532,1
5.26,11.06,0.71,0.883,G8III,15.478775,0
8.06,2.25,1.17,0.764,F8Ib/II,14.820913,0
8.41,3.04,0.68,0.47,F5IV,15.824368,1
8.29,2.22,1.44,1.351,K2/K3III,15.021765,0
5.96,9.67,0.68,1.118,K2III,15.887132,0
7.28,3.16,1.35,1.935,M2/M3III,14.778436,0
7.52,5.0,0.98,0.979,K0III,16.01485,0
9.76,7.84,1.74,0.615,G5III,19.23158,0
8.04,4.05,0.95,1.366,K2III,16.077274,0
3.97,15.17,0.88,1.132,K0III,14.8749275,0
7.89,5.56,0.89,0.094,B9V,16.615374,1
8.5,6.02,1.25,0.517,F3IV/V,17.397984,1
7.42,0.08,1.16,0.644,F5II,6.93545,0
7.49,-0.21,1.81,1.234,M3III+...,9.101096,0
8.22,3.88,1.12,1.208,K1III,16.16416,0
7.99,2.75,0.82,1.061,K0III,15.186664,0
9.14,3.24,0.81,0.443,F0V,16.692726,1
8.42,5.08,1.13,0.333,F0V,16.949318,1
6.92,30.46,0.91,0.588,G0/G1V,19.33865,1
9.24,9.02,1.07,0.529,F8V,19.016033,1
7.0,5.45,0.83,1.168,K1III,15.681983,0
7.97,9.52,0.97,0.417,F3V,17.863184,1
9.72,51.56,3.73,1.343,M0V,23.281565,1
4.17,0.79,0.52,0.13,B1Ia,8.658135,0
8.27,4.47,0.76,1.318,K0III,16.521538,0
8.65,16.45,0.75,0.753,G5V,19.73083,1
8.82,2.66,1.16,0.218,B9III,15.944408,0
8.45,4.8,0.91,1.035,K0III,16.856205,0
8.25,9.51,1.07,0.541,F5V,18.140903,1
7.55,5.6,0.97,1.132,K2IIICN+...,16.29094,0
7.53,3.36,0.68,-0.05,B9V,15.161697,1
8.27,2.68,0.71,1.008,K0III,15.410675,0
6.3,7.95,0.5,1.112,K1III:,15.801836,0
8.66,3.16,1.32,1.6,K3/K4III:,16.158436,0
8.85,1.09,0.85,1.085,G8III,14.037132,0
9.33,-0.86,1.49,1.698,K5III:,14.002492,0
8.59,21.81,1.25,0.734,G8V,20.28328,1
6.22,21.58,0.61,0.731,G4IV,17.890257,1
7.75,5.28,0.95,1.004,K0III,16.36317,0
7.8,4.02,0.82,0.363,F0III,15.821131,0
7.25,4.84,0.97,1.39,K3III,15.674227,0
6.85,43.26,0.87,0.642,G4V,20.030432,1
7.6,2.5,0.55,-0.037,B8/B9III,14.589701,0
9.01,4.52,1.16,0.073,A0V,17.285692,1
7.59,9.3,0.66,0.345,F0/F2IV/V,17.432415,1
9.32,5.15,1.58,0.573,F3/F5V,17.879036,1
9.47,8.8,0.97,0.609,G2/G3V,19.192413,1
8.74,6.8,1.37,0.524,F8V,17.902544,1
7.49,1.29,0.67,-0.117,B2V,13.042949,1
5.53,12.49,0.85,0.001,A0V,16.012812,1
7.32,3.44,0.62,-0.133,B2III,15.002792,0
8.31,2.9,1.08,0.91,G8III,15.62199,0
8.31,1.94,1.18,0.036,B9.5V,14.749009,1
9.18,5.13,1.59,0.411,F3V,17.730587,1
7.03,3.46,0.69,1.54,M4III,14.72538,0
9.41,6.25,0.94,0.505,F5V,18.3894,1
6.24,8.78,0.87,1.05,K1III...,15.957473,0
9.04,2.62,0.99,1.164,K0III:,16.131508,0
6.29,6.27,0.8,-0.057,B9V,15.276338,1
8.33,0.64,1.09,1.02,K1III,12.360899,0
8.83,3.69,0.74,0.17,A4V,16.66513,1
9.2,10.5,1.79,0.593,G2V,19.305946,1
6.61,5.72,0.84,0.006,A1V,15.39698,1
6.95,6.77,0.72,1.036,K1III,16.102943,0
7.14,6.65,0.64,0.922,K0III,16.254108,0
7.83,3.05,1.32,0.761,F7V,15.251499,1
9.01,2.09,1.12,1.109,K1III,15.610732,0
8.65,7.21,1.28,0.41,F0V,17.939674,1
8.88,0.59,1.43,1.23,G8III,12.734261,0
8.32,7.14,0.69,0.488,F6V,17.588491,1
7.86,10.17,1.05,0.38,F0V,17.896605,1
7.99,7.41,1.01,0.459,F2II,17.33909,0
8.79,-0.95,1.27,0.376,B1V:e,13.6786175,1
8.82,0.16,1.29,1.008,G8/K0III/IV,9.840599,1
7.0,4.88,0.89,1.275,K2III,15.442099,0
6.71,4.51,0.8,1.607,M2III,14.980883,0
6.61,5.97,0.62,1.093,K1IIICN...,15.489872,0
8.72,5.36,0.72,0.346,F0V,17.365826,1
9.42,1.77,1.44,1.4,K2III,15.659866,0
5.4,6.84,0.75,-0.02,A0V,14.575281,1
9.59,7.31,1.8,0.287,A9V,18.909588,1
4.91,14.52,0.89,0.922,G8III,15.719833,0
6.77,22.27,0.64,0.577,F8/G0V,18.5086,1
9.36,11.55,1.45,0.646,G2V,19.672909,1
9.07,2.35,1.03,1.183,K1/K2III,15.925339,0
8.17,4.05,1.05,0.048,A0V,16.207275,1
7.97,2.0,0.94,1.1,K1III,14.47515,0
8.17,7.73,1.36,0.648,G3V,17.610897,1
7.91,5.37,1.1,0.989,K0III,16.559872,0
8.56,2.13,1.12,1.202,K1III,15.201899,0
9.11,12.09,1.4,0.753,G6IV,19.522131,1
8.92,9.32,1.25,0.711,G5V,18.767078,1
9.18,2.95,1.49,0.993,G8III,16.52911,0
8.19,3.12,0.94,1.641,M1III,15.660772,0
9.39,2.66,0.97,1.264,K0III,16.514408,0
7.62,3.49,1.06,0.071,B3IV,15.334127,1
8.22,0.72,1.04,1.637,K5/M0III,12.506662,0
8.29,2.91,1.11,0.936,G8/K0III,15.609465,0
9.78,20.13,1.16,0.954,K1/K2III:,21.299217,0
8.44,0.89,1.25,1.28,K1III,13.18695,0
8.15,-0.19,1.08,1.68,K2III,9.543768,0
7.8,3.51,1.05,1.704,M1III,15.526536,0
6.76,55.37,0.55,0.728,G8V,20.476372,1
7.95,2.85,0.95,1.565,K4III,15.224224,0
8.11,2.88,0.71,1.209,K0III,15.406962,0
8.36,2.22,1.2,1.147,K0III,15.091764,0
5.45,7.64,0.76,-0.073,B8/B9V,14.865466,1
6.52,8.5,0.83,1.169,K0III,16.167095,0
9.01,0.08,0.9,1.514,M3III:,8.52545,0
5.75,7.9,0.48,0.017,A2V,15.238135,1
8.4,0.76,1.08,1.634,K4/K5III,12.804068,0
8.63,14.21,1.19,0.541,F8V,19.392971,1
7.11,2.4,0.91,1.654,M0III,14.011057,0
9.66,1.97,1.36,0.496,F5V,16.132332,1
9.16,22.82,1.02,0.846,G8/K0V,20.951576,1
9.08,4.25,0.83,0.976,K0IV,17.221945,1
7.7,5.6,0.94,0.474,F5III,16.44094,0
8.66,2.02,1.08,1.476,K3/K4III:,15.186756,0
8.9,9.35,0.75,0.433,F5V,18.754059,1
8.77,3.25,1.04,1.259,K2III,16.329418,0
9.04,1.95,1.22,0.074,B9Vn,15.490173,1
8.64,2.69,0.92,1.55,K3III,15.788762,0
7.46,10.83,0.82,0.409,F5II,17.63314,0
8.17,4.43,1.05,1.032,G8III,16.40202,0
6.35,15.5,0.76,0.266,A8IIIm...,17.301659,0
8.29,2.49,1.05,1.026,G8/K0III,15.270996,0
9.51,0.79,1.2,0.295,A7III,13.998136,0
4.84,10.29,0.87,1.495,K4III,14.902077,0
8.89,4.11,1.09,0.563,F6V,16.95921,1
6.14,35.02,0.74,0.718,G3/G5V,18.861582,1
8.89,16.3,1.36,0.675,G5V,19.95094,1
7.76,1.74,0.86,1.282,K1III,13.962746,0
7.89,8.44,1.23,0.489,F5V,17.521711,1
9.08,2.62,0.9,1.049,K1III,16.171507,0
8.54,0.65,1.14,1.021,G8III,12.604567,0
8.1,1.24,0.79,1.298,K2III,13.567109,0
6.19,10.73,0.55,1.023,K1III,16.342999,0
8.88,2.99,1.13,0.969,G8III,16.258356,0
7.79,7.43,1.02,0.26,F0IV/V,17.144943,1
8.44,5.32,1.06,1.114,K2III,17.069557,0
6.24,14.05,0.62,0.884,K0IV,16.978382,1
8.85,0.81,0.79,1.225,K2III,13.392426,0
7.92,11.87,1.84,0.455,F5V,18.292253,1
8.73,5.03,0.95,0.205,A0/A1IVp...,17.237839,1
10.8,1.1,2.17,1.129,G8III,16.006964,0
8.47,16.52,1.3,0.6,G0V,19.560051,1
8.46,1.18,0.89,1.453,K2II,13.81941,0
7.56,8.55,0.89,0.29,A9III,17.21983,0
6.73,5.71,0.6,-0.05,B8/B9V,15.51318,1
9.34,13.67,1.26,0.835,G8V,20.018843,1
9.24,8.05,1.49,0.615,G2V,18.768978,1
8.24,9.43,1.21,0.455,F3/F5V,18.112558,1
9.01,4.93,1.3,0.394,A9V,17.474236,1
7.85,15.95,1.05,0.537,F7V,18.863804,1
7.89,4.6,1.07,1.26,K2IIICN...,16.203789,0
8.35,6.85,0.6,0.309,A9III/IV,17.528454,1
8.06,8.11,0.92,0.18,A1V,17.605106,1
5.38,14.66,0.89,0.056,A1V,16.21067,1
7.26,3.02,0.9,1.552,K4III,14.660035,0
6.77,6.66,0.97,1.276,K1III,15.887371,0
7.98,3.78,1.05,1.061,K0III,15.867458,0
9.21,7.87,1.12,0.423,F5V,18.689873,1
7.06,11.33,0.85,0.458,F3V,17.33115,1
8.87,-0.06,0.94,-0.056,B2V,7.7607565,1
5.09,20.17,0.71,1.058,K2III,16.61353,0
7.28,4.08,0.69,0.187,A6V,15.333302,1
8.11,1.6,1.16,0.148,B7III,14.1306,0
8.05,0.88,0.82,0.019,B1IV:,12.772413,1
7.22,6.36,0.58,0.923,G8IV,16.237286,1
6.78,7.4,0.91,1.004,G5III...,16.12616,0
8.99,5.85,1.2,0.419,F3V,17.825779,1
5.93,9.09,0.64,0.036,A1V,15.722818,1
8.11,2.54,0.69,0.95,K0III,15.134169,0
9.29,30.13,1.45,0.974,K3V,21.684996,1
8.28,3.91,1.21,1.17,K0III-IV,16.240883,1
9.23,-0.19,1.33,1.439,K3III,10.623768,0
5.37,12.25,0.49,0.971,G8III,15.810681,0
7.37,6.38,0.6,0.979,K0III,16.394104,0
8.7,4.36,1.26,1.057,K0III,16.897432,0
8.81,2.67,0.84,1.549,K3III,15.942556,0
8.87,3.68,0.81,0.933,G8III,16.69924,0
7.9,5.19,1.09,1.2,K1III,16.475836,0
5.16,14.83,0.76,0.079,A3V,16.015705,1
7.28,10.06,0.94,0.198,A4V,17.29299,1
4.12,21.27,0.5,-0.061,B9III,15.758837,0
9.36,4.49,1.19,0.354,F0V,17.621231,1
7.29,45.76,0.72,0.804,G9IV-V,20.59243,1
9.09,10.79,2.52,0.592,F5V,19.255108,1
9.62,12.28,3.41,0.695,G6V,20.06599,1
7.24,6.7,1.08,1.262,K2/K3III,16.370373,0
8.79,1.91,1.06,1.057,K1III,15.195168,0
8.99,2.46,1.23,1.078,G8III,15.944675,0
8.49,4.17,0.98,0.287,F0V,16.59068,1
7.95,3.45,0.84,1.018,K0III,15.639095,0
6.99,8.32,0.89,0.008,A0V,16.590616,1
8.67,1.7,1.36,1.311,K0III,14.822245,0
4.31,12.32,0.89,0.831,G6/G8III,14.763054,0
8.9,2.29,1.55,0.91,G3IV/V,15.699177,1
7.5,5.79,0.65,1.113,G9III,16.313393,0
7.34,4.04,0.56,-0.041,B8/B9V,15.371907,1
5.04,10.66,0.71,1.479,K5III,15.178786,0
8.66,5.12,1.25,1.344,K2III,17.20635,0
9.65,19.06,1.39,0.787,G7IV,21.050613,1
9.47,2.99,1.41,0.277,A2IV/V,16.848356,1
8.63,4.15,1.08,1.088,K0III,16.720242,0
8.93,4.36,1.44,1.473,G6III,17.127434,0
9.15,0.14,1.1,1.157,K3III,9.88064,0
9.24,1.64,1.16,1.11,K0III,15.3142185,0
7.06,10.35,0.85,1.129,K1III,17.1347,0
8.85,10.41,1.18,0.535,F8V,18.937254,1
9.35,7.85,2.32,0.244,B9III,18.824348,0
4.68,6.88,0.82,0.823,G0II,13.867943,0
8.02,1.34,0.62,0.097,B9III,13.655524,0
6.4,6.23,0.8,0.068,A2V,15.37244,1
6.85,4.68,0.89,1.098,K0II-III,15.201229,0
7.13,4.87,1.21,1.122,K0III,15.567645,0
6.24,8.88,0.64,1.01,G9III,15.982064,0
8.48,14.51,0.93,0.626,G1V,19.288336,1
6.17,9.76,0.94,0.924,G8III/IV,16.117249,1
7.9,4.75,0.66,1.073,K1IIICNIV,16.283468,1
7.69,1.58,0.63,1.487,K4III,13.683286,0
7.16,2.71,0.68,1.589,M3III,14.324846,0
7.29,14.49,0.99,0.448,F3V,18.09534,1
4.77,19.22,0.97,0.41,F5V+...,16.188766,1
8.31,3.25,1.06,1.219,K1III,15.869417,0
7.73,1.95,1.06,0.072,B0III/IV,14.180174,1
7.74,3.46,0.61,0.03,B9.5V,15.43538,1
6.55,2.18,0.74,1.535,K4II,13.242283,0
8.38,9.35,1.06,0.95,G8VCN...,18.234058,1
9.02,-0.77,1.23,0.23,B1/B2Ib:,13.452454,0
8.74,0.95,1.24,1.57,K3III,13.628618,0
7.36,4.58,0.96,0.011,B9.5IV,15.664328,1
7.88,4.1,0.77,1.21,K2III,15.943919,0
8.38,25.96,1.19,0.708,G6V,20.451523,1
7.69,3.57,1.24,1.307,K2III,15.453341,0
8.69,9.45,1.34,0.882,K0V,18.567158,1
10.65,15.24,1.94,1.08,K5V,21.564924,1
6.55,5.57,0.91,0.681,G0III,15.279276,0
8.91,22.43,1.11,0.747,K0V,20.664146,1
9.15,7.86,1.24,0.672,G0V,18.627113,1
8.27,17.49,1.39,-0.4,G0V,19.48395,1
9.1,10.98,1.19,0.6,G3/G5V,19.30301,1
9.45,5.23,1.36,1.115,K1IV,18.042507,1
7.15,71.01,0.78,0.936,K2V,21.406597,1
8.83,2.37,1.62,1.083,G8III/IV,15.703741,1
8.43,5.49,0.92,0.259,A6V,17.127861,1
9.17,2.78,1.33,0.386,F0III/IV,16.390224,1
8.57,19.35,1.1,0.716,G5V,20.003405,1
8.73,1.48,0.79,-0.01,B9V,14.581308,1
9.21,12.2,1.6,0.547,F8/G0V,19.6418,1
4.8,7.54,0.71,1.236,K3III,14.186856,0
7.57,1.22,0.9,0.015,B8V,13.0018,1
5.91,1.87,0.67,1.533,K4III + (F),12.269208,0
8.99,26.81,0.75,0.876,K3V,21.131485,1
7.65,0.53,0.89,1.413,K3III,11.271379,0
8.35,3.42,0.75,1.263,K2III,16.02013,0
7.44,3.03,0.63,-0.115,B5V,14.847214,1
8.46,5.09,1.94,0.256,A9/F0V,16.993587,1
7.24,2.5,0.61,-0.074,B7/B8III,14.2297,0
8.2,0.66,1.15,1.307,K2III,12.29772,0
7.81,1.49,0.96,1.719,M2III,13.675932,0
9.17,6.55,1.23,1.015,K1III,18.251205,0
8.82,13.2,1.77,0.737,G8V+...,19.42287,1
9.06,6.27,0.87,0.73,G5V,18.046337,1
7.83,5.38,0.91,1.172,K0III,16.483912,0
8.44,3.39,1.02,0.92,G8III,16.091,0
6.83,16.41,0.75,0.474,F7V,17.905544,1
8.73,2.82,1.28,1.397,G8V,15.981245,1
8.53,14.48,1.21,0.569,G0V,19.333843,1
8.4,5.68,1.13,1.069,K1IIICN...,17.171741,0
7.81,8.0,0.97,0.373,A9II/III,17.325449,0
9.17,1.2,1.36,0.993,K0III,14.565907,0
9.4,5.5,1.43,0.45,F3V,18.101812,1
8.91,1.84,0.79,0.916,G6III,15.234089,0
6.82,11.01,0.87,0.413,F4III SB,17.028936,0
8.31,-0.19,1.2,-0.032,B9III,9.703768,0
8.28,2.69,0.7,0.814,G3III,15.4287615,0
6.4,13.84,1.16,0.793,G5V,17.10568,1
4.01,2.79,0.81,0.899,G3Ibv SB,11.238022,0
8.57,3.26,1.3,1.165,K1IIICN...,16.13609,0
9.36,2.08,1.55,1.036,G8IV/V,15.950315,1
8.03,5.49,1.41,0.431,A2III,16.727861,0
8.99,22.95,2.16,1.02,K3/K4V,20.793913,1
8.19,10.38,0.91,0.409,F3V,18.270985,1
7.33,9.71,0.99,0.686,G2/G3IV/V,17.266096,1
9.44,1.93,1.08,0.983,G8III/IV,15.867786,1
8.35,3.07,0.95,-0.072,B9IV,15.785692,1
8.59,4.81,1.31,1.442,K2III,17.000725,0
6.81,17.01,0.68,0.332,F2IV/V,17.963522,1
5.91,5.07,0.85,1.021,K0III,14.4350395,0
8.31,6.75,0.71,0.354,F0V,17.45652,1
7.37,5.52,0.93,0.955,G8II-III,16.079697,0
9.07,0.93,1.09,0.006,B8/B9V,13.912415,1
6.26,43.08,0.79,0.53,F8V,19.431377,1
8.62,23.35,1.32,0.708,G5V,20.461433,1
8.94,2.94,2.17,0.045,B9IV/V,16.281736,1
7.94,2.64,0.68,1.068,G8III,15.048019,0
7.59,5.36,0.88,1.005,G8IV,16.235825,1
8.05,10.41,1.56,0.533,F3/F5V,18.137253,1
8.43,3.78,0.91,-0.04,B8III,16.31746,0
8.47,7.54,1.19,0.49,F3V,17.856857,1
9.07,2.55,1.06,-0.065,B8V,16.1027,1
9.14,5.68,1.5,0.518,F6V,17.911743,1
8.18,3.78,5.01,0.353,A1Vp,16.06746,1
8.74,3.12,0.78,-0.052,B8IV,16.210773,1
7.65,2.97,0.7,1.043,G8III,15.0137825,0
8.32,0.22,0.68,-0.026,B8/B9III,10.032113,0
7.62,4.7,0.71,0.946,G8/K0III,15.98049,0
9.06,4.33,1.28,0.515,F7V,17.24244,1
6.47,4.27,0.77,0.858,G8III,14.622139,0
6.53,6.42,0.49,0.918,G8III,15.567675,0
6.97,59.52,0.77,0.716,G8V,20.843315,1
7.6,1.03,0.79,1.302,K2/K3III,12.6641865,0
8.6,2.57,1.08,0.932,K0III,15.649666,0
7.95,14.18,1.07,0.578,F9V,18.708382,1
7.99,20.98,1.13,0.434,F3/F5V,19.599028,1
8.18,10.71,1.09,0.513,F7V,18.328947,1
7.91,1.09,0.7,1.673,M0/M1III,13.097132,0
6.81,54.33,0.54,0.786,K0IV-V,20.485199,1
5.18,10.5,0.87,1.006,K0III,15.285946,0
7.64,5.62,0.53,0.058,A1V,16.388681,1
7.66,12.41,1.17,0.43,F3V,18.12886,1
9.54,0.92,1.3,1.192,M1III,14.358939,0
6.8,15.23,0.53,0.343,A9III,17.713501,0
9.08,5.23,1.28,0.482,F5V,17.672508,1
8.4,1.22,1.4,1.556,K3III,13.831799,0
8.35,5.55,1.2,0.86,G7IVw...,17.071465,1
7.46,4.98,0.79,0.992,K0III,15.946147,0
7.83,1.88,0.84,1.215,K2III,14.200789,0
7.22,1.11,0.88,-0.063,B5Ib,12.446615,0
8.39,8.89,0.74,0.516,F6V,18.13451,1
7.97,1.65,0.96,1.157,G8III/IV,14.05742,1
9.34,1.95,1.12,0.131,A2V,15.790174,1
8.66,4.66,1.03,0.965,K0III,17.00193,0
9.16,4.06,1.28,0.512,F0/F2IV,17.20263,1
8.06,4.33,0.69,0.404,F2V,16.24244,1
7.44,1.61,0.81,0.12,B9III,13.474129,0
8.32,6.7,0.99,0.456,F5V,17.450375,1
7.57,2.01,1.08,1.658,M1/M2III,14.08598,0
9.08,0.33,1.25,0.002,B9V,11.672569,1
9.58,7.75,1.47,0.645,G3V,19.026508,1
9.85,-0.08,1.68,1.057,G7III,9.36545,0
8.9,4.35,1.06,0.917,G6IV/V,17.092445,1
8.41,2.18,1.11,1.384,K2III,15.102283,0
6.76,2.99,0.53,1.434,K3III,14.138356,0
6.88,13.77,0.52,0.561,F8IV,17.57467,1
8.18,1.2,1.89,0.08,A1V+...,13.575907,1
7.73,2.47,0.97,1.549,K4III,14.693485,0
8.67,5.45,1.31,0.52,F3IV/V,17.351982,1
7.72,1.18,0.81,1.547,K4III,13.079411,0
9.11,9.09,1.45,0.943,K0V,18.902819,1
8.15,2.27,0.94,1.528,K4/K5III,14.930128,0
7.79,1.17,0.67,1.45,K3III,13.130929,0
5.39,57.38,0.71,0.612,G2V,19.183802,1
7.94,-0.11,0.73,1.516,K1IIICN...,8.146963,0
8.06,26.81,0.8,0.728,G8V,20.201485,1
6.6,31.17,1.55,0.586,F9V,19.068684,1
9.14,1.36,1.33,1.338,K1III,14.807695,0
6.12,24.86,0.55,0.426,F3/F5V,18.097506,1
9.05,1.32,1.04,1.231,K2III,14.65287,0
8.64,3.74,1.19,1.292,K2/K3III,16.504358,0
8.85,9.14,1.28,0.558,F8IV,18.654732,1
5.49,1.94,0.57,0.622,F5III,11.9290085,0
7.97,0.68,0.76,1.573,M3III,12.1325445,0
7.76,4.12,0.98,1.453,K3III,15.834486,0
8.69,3.59,1.14,1.118,K0III,16.465473,0
5.74,0.89,0.89,0.017,B2II,10.48695,0
6.39,-0.05,0.76,0.079,B0Ia,4.8848495,0
9.4,36.33,0.87,1.107,K5V,22.201328,1
9.04,13.71,1.83,0.661,G3/G5V,19.725187,1
6.72,5.49,0.87,0.063,A0/A1V,15.417862,1
8.36,-0.1,0.97,1.743,M2III:,8.36,0
6.88,7.21,0.89,1.183,K2IIICN...,16.169676,0
7.72,3.42,1.07,1.345,K1/K2III,15.390131,0
7.02,-0.13,0.97,-0.102,B2Ib/II,7.589717,0
6.51,17.41,0.87,0.521,F8V,17.713993,1
7.56,18.62,0.72,0.566,G1V,18.909899,1
7.68,5.84,1.28,1.612,K5/M0III,16.512064,0
7.57,9.21,1.05,0.226,A5IV,17.391298,1
10.0,2.23,1.43,0.151,A7V,16.741524,1
8.45,2.91,0.72,1.094,K0III,15.7694645,0
8.6,2.33,0.69,0.065,B9.5Vn,15.43678,1
9.74,1.85,1.34,-0.01,B7II,16.07586,0
8.24,3.06,0.83,1.05,K0III,15.668607,0
7.62,2.12,0.85,1.117,K0III,14.251679,0
8.37,10.86,1.0,0.666,G2IV,18.549149,1
9.55,13.55,1.65,0.666,G3V,20.209698,1
7.94,9.13,0.74,0.509,F5V,17.742353,1
5.74,3.23,0.5,0.012,B3:V,13.286013,1
7.62,1.97,0.91,1.395,K2III,14.092331,0
7.27,1.84,0.98,0.127,B2II,13.5940895,0
9.41,5.95,1.61,0.456,F3V,18.282585,1
7.84,3.4,1.19,1.614,K5III,15.497395,0
7.51,12.85,0.84,0.541,F7V,18.054516,1
8.0,6.25,1.19,1.172,K0III,16.9794,0
8.83,8.46,0.68,0.491,F5V,18.46685,1
9.46,5.86,1.28,0.823,G8V,18.299488,1
9.17,3.53,1.01,0.957,K0III/IV,16.908875,1
6.82,2.65,0.81,-0.085,B5V,13.93623,1
8.69,4.15,1.34,1.211,K2III,16.78024,0
9.86,5.31,1.45,0.512,G3V,18.485474,1
10.08,89.7,28.71,1.476,M0V,24.843962,1
7.5,2.89,0.79,0.11,B8II,14.804489,0
9.71,7.18,0.91,0.582,G2IV/V,18.990623,1
8.79,2.51,1.27,1.266,K2III,15.788368,0
7.88,5.72,0.66,1.056,K0III,16.66698,0
8.53,2.84,0.71,1.341,K3III,15.796592,0
5.28,5.08,0.77,-0.024,B8/B9III,13.809319,0
9.35,3.05,2.08,0.101,B8Ib/II,16.7715,0
4.62,15.84,0.58,0.957,G8III-IV,15.618775,1
5.72,6.17,0.71,-0.056,B9IV,14.671425,1
8.63,3.53,0.89,1.355,K3III,16.368874,0
8.03,2.53,1.0,0.942,G5II,15.045603,0
8.41,4.19,1.44,1.051,G8/K0III,16.52107,0
7.67,2.57,0.93,-0.064,B7II/III,14.719666,0
7.09,4.61,0.91,1.28,K3III,15.4085045,0
6.79,6.26,0.51,-0.048,B9V,15.772872,1
7.22,6.4,0.93,1.06,K2III,16.2509,0
6.62,5.53,0.96,1.075,K1III,15.333626,0
7.89,14.08,0.74,0.632,G2V,18.633013,1
7.73,8.75,1.1,1.024,K0III,17.44004,0
9.98,0.82,1.84,0.439,F3V,14.549068,1
5.45,12.21,0.48,1.106,K0III,15.883578,0
8.63,3.07,0.73,1.129,K1III,16.065693,0
9.18,1.13,1.17,1.13,K1III,14.445393,0
9.77,-1.43,1.66,0.12,B0V,15.54668,1
8.31,7.55,1.17,0.38,F3V,17.699736,1
9.63,1.97,1.58,0.388,A9III/IV,16.102331,1
8.9,5.75,1.23,0.449,F0V,17.69834,1
6.07,-0.27,0.6,1.718,K4II,8.226819,0
8.64,0.67,1.15,1.545,M3III,12.770374,0
7.98,11.39,0.8,0.652,G5IV,18.262619,1
8.23,5.91,1.06,0.091,A1V,17.087936,1
6.86,37.16,0.72,0.74,G5IV,19.710379,1
8.4,3.84,1.07,0.082,A0/A1IV,16.321655,1
8.74,2.61,0.74,0.972,G8III/IV,15.823202,1
7.67,10.59,1.09,0.31,A9V,17.794481,1
5.81,3.97,0.56,1.304,K2/K3III,13.803953,0
7.19,4.21,0.57,-0.027,A0IV,15.311411,1
9.63,14.25,1.5,0.84,K0V,20.399075,1
7.03,12.7,0.8,0.34,F0IV,17.549019,1
8.97,3.25,1.26,0.208,A2IV/V,16.529417,1
7.38,6.54,1.0,0.105,A2/A3V,16.45789,1
6.34,2.06,0.51,-0.173,B2IV-V,12.909336,1
9.11,4.71,0.87,0.485,F5V,17.475105,1
7.44,5.4,0.63,0.975,G8III,16.101969,0
8.23,2.96,1.99,0.43,F3IV/V,15.586458,1
11.41,9.26,2.83,0.93,G0V:var,21.243055,1
9.71,26.69,1.43,1.045,K5V,21.841743,1
8.73,2.66,1.05,1.088,G8III,15.854408,0
8.68,2.44,0.75,0.013,B9.5IV,15.61695,1
8.81,3.04,0.88,0.954,G8III,16.22437,0
8.1,2.27,0.87,0.026,B6V,14.880129,1
9.25,6.51,1.57,0.542,F6V,18.317905,1
5.59,1.77,0.84,-0.122,B4III,11.829866,0
5.2,10.44,0.47,1.087,K0III,15.293503,0
9.34,6.21,1.53,0.51,F6V,18.305458,1
9.0,0.96,1.18,1.128,K0III,13.911356,0
8.77,1.01,2.37,1.135,K0III,13.791607,0
5.66,8.87,0.89,-0.064,B8V,15.399618,1
8.89,10.87,0.81,0.563,F8V,19.071148,1
7.93,4.72,1.08,1.034,G8III,16.29971,0
9.03,7.31,1.11,0.38,A9V+...,18.349586,1
7.47,6.13,0.96,1.071,K1III,16.407303,0
6.79,-0.13,0.86,0.0,O7I...,7.3597164,0
5.39,5.37,0.86,-0.096,B7IV,14.039871,1
9.02,-0.71,1.28,-0.025,B9IV,13.276293,1
8.4,2.48,1.19,1.372,K4III,15.372257,0
5.94,5.67,0.99,1.38,K4III,14.707916,0
8.68,8.23,1.22,0.544,F6V,18.257,1
7.42,6.32,0.62,0.131,A3V,16.423586,1
6.25,4.03,0.73,-0.041,B9III-IV,14.2765255,1
8.76,2.78,0.71,0.071,A0/A1V,15.980225,1
7.24,4.27,1.04,1.182,M5/M6III,15.392139,0
8.24,3.77,0.68,-0.036,B8III/IV,16.121708,1
8.16,0.28,0.82,0.324,B1Ib-II,10.39579,0
8.07,2.39,1.0,1.286,K2III,14.961989,0
10.84,-0.84,1.61,1.007,G2Ia:,15.461397,0
9.06,2.37,1.3,0.429,A0V,15.933743,1
6.73,22.8,0.78,0.473,F5/F6V,18.519674,1
8.2,11.49,1.08,0.468,F3V,18.501598,1
